latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-2.979,-58.339,311.1,3.6,1.8,2015-01-03, 1655,A,40,5.0,291.3,49.4
-1.977,-51.999,317.2,1.2,1.1,2015-01-03, 1655,A,64,5.0,292.6,18.2
-2.394,-55.063,321.1,1.9,1.4,2015-01-03, 1655,A,46,5.0,299.8,36.4
-2.208,-53.83,322.4,1.6,1.2,2015-01-03, 1655,A,61,5.0,298.7,25.5
-1.48,-49.244,320.4,1,1,2015-01-03, 1655,A,20,5.0,297.3,13.9
-2.06,-53.291,320.2,1.4,1.2,2015-01-03, 1655,A,67,5.0,297.5,23.8
-2.463,-57.044,333.8,2.8,1.6,2015-01-03, 1655,A,86,5.0,293.9,155.8
-2.466,-57.069,313.1,2.8,1.6,2015-01-03, 1655,A,57,5.0,293.4,36.2
-1.152,-47.856,350.4,1.1,1,2015-01-03, 1655,A,90,5.0,301,67.2
-1.153,-47.866,332.8,1.1,1,2015-01-03, 1655,A,80,5.0,299.8,27.9
-1.781,-52.401,327.1,1.2,1.1,2015-01-03, 1655,A,80,5.0,294.9,27.5
-1.779,-52.397,319.1,1.2,1.1,2015-01-03, 1655,A,53,5.0,295.8,13.5
-1.78,-52.408,316.6,1.2,1.1,2015-01-03, 1655,A,28,5.0,295.3,9.4
-2.46,-57.052,326.6,2.8,1.6,2015-01-03, 1655,A,80,5.0,293.9,105.2
-1.718,-52.394,329.9,1.2,1.1,2015-01-03, 1655,A,83,5.0,297.4,31.3
-1.894,-53.879,324.9,1.6,1.2,2015-01-03, 1655,A,74,5.0,301.3,31.2
-1.893,-53.884,325.7,1.6,1.2,2015-01-03, 1655,A,0,5.0,301.7,33.8
-1.861,-53.736,323.4,1.5,1.2,2015-01-03, 1655,A,0,5.0,300.1,25.5
-1.73,-53.203,323.2,1.4,1.2,2015-01-03, 1655,A,55,5.0,298.3,20.1
-1.827,-54.145,320.4,1.6,1.3,2015-01-03, 1655,A,57,5.0,297.6,21.7
-1.802,-54.046,328.8,1.6,1.2,2015-01-03, 1655,A,77,5.0,297.8,45.2
-1.804,-54.06,342.2,1.6,1.2,2015-01-03, 1655,A,86,5.0,295.1,90.6
-1.515,-52.193,321,1.2,1.1,2015-01-03, 1655,A,44,5.0,302.9,17.4
-1.912,-55.251,315.1,2,1.4,2015-01-03, 1655,A,63,5.0,295.7,22.5
-1.91,-55.256,313.3,2,1.4,2015-01-03, 1655,A,58,5.0,295.4,16.9
-1.483,-52.535,316.6,1.2,1.1,2015-01-03, 1655,A,20,5.0,297.4,12.4
-1.465,-52.481,325.3,1.2,1.1,2015-01-03, 1655,A,75,5.0,298.5,25.6
-1.353,-52.272,325.3,1.2,1.1,2015-01-03, 1655,A,78,5.0,295.8,24.4
-1.354,-52.282,325.6,1.2,1.1,2015-01-03, 1655,A,79,5.0,293.1,24.5
-1.713,-55.132,322.2,1.9,1.4,2015-01-03, 1655,A,75,5.0,295.4,40.5
-1.737,-55.305,318.6,2,1.4,2015-01-03, 1655,A,55,5.0,299.1,36.7
-1.709,-55.138,319.4,1.9,1.4,2015-01-03, 1655,A,71,5.0,294.8,33.1
-1.621,-54.618,319,1.7,1.3,2015-01-03, 1655,A,71,5.0,294.8,32.8
-1.447,-53.723,318,1.5,1.2,2015-01-03, 1655,A,51,5.0,298,18
-1.505,-54.786,322.1,1.8,1.3,2015-01-03, 1655,A,59,5.0,299.6,41.1
-1.508,-54.802,320,1.8,1.3,2015-01-03, 1655,A,72,5.0,298.6,32.1
-0.812,-51.77,316.9,1.1,1.1,2015-01-03, 1655,A,67,5.0,297.2,14.1
-0.813,-51.78,320.5,1.1,1.1,2015-01-03, 1655,A,69,5.0,297.3,18.9
-0.79,-51.923,316.9,1.1,1.1,2015-01-03, 1655,A,31,5.0,297.5,11.5
-0.946,-53.207,312.1,1.4,1.2,2015-01-03, 1655,A,38,5.0,295.5,14.6
-0.323,-49.137,332,1,1,2015-01-03, 1655,A,70,5.0,302.5,21.9
-0.325,-49.146,332.8,1,1,2015-01-03, 1655,A,76,5.0,305.7,23.1
-0.305,-51.515,329.5,1.1,1,2015-01-03, 1655,A,82,5.0,298,25.9
0.031,-49.42,317,1,1,2015-01-03, 1655,A,67,5.0,301.9,12.1
0.31,-51.009,328.2,1,1,2015-01-03, 1655,A,56,5.0,304.2,20.8
0.965,-50.803,316.4,1,1,2015-01-03, 1655,A,46,5.0,301.1,9.2
1.198,-50.529,350.3,1,1,2015-01-03, 1655,A,0,5.0,299.8,66
0.071,-60.57,310.6,4.8,2,2015-01-03, 1655,A,41,5.0,289.4,84.9
1.687,-50.901,326.3,1,1,2015-01-03, 1655,A,56,5.0,300.8,20.4
1.717,-51.08,313,1,1,2015-01-03, 1655,A,45,5.0,297.2,8.3
1.716,-51.089,316.8,1,1,2015-01-03, 1655,A,31,5.0,301.2,12.7
0.848,-59.369,310.5,3.8,1.8,2015-01-03, 1655,A,39,5.0,285.7,67.1
0.943,-59.461,312,3.8,1.8,2015-01-03, 1655,A,52,5.0,287.4,72.1
0.938,-59.495,321.4,3.8,1.8,2015-01-03, 1655,A,74,5.0,289.8,143.1
0.927,-59.497,314.8,3.8,1.8,2015-01-03, 1655,A,57,5.0,288.3,86.1
2.029,-56.072,322.7,2,1.4,2015-01-03, 1655,A,71,5.0,296.1,52.9
2.402,-59.712,318.7,3.8,1.8,2015-01-03, 1655,A,58,5.0,294.6,65.4
3.141,-59.814,319.2,3.7,1.8,2015-01-03, 1655,A,33,5.0,298.9,81.9
3.069,-60.802,317.6,4.5,1.9,2015-01-03, 1655,A,68,5.0,298.2,67.5
3.49,-59.752,319,3.6,1.8,2015-01-03, 1655,A,70,5.0,295.3,77.9
3.63,-60.021,310.6,3.8,1.8,2015-01-03, 1655,A,32,5.0,288.8,33.9
0.988,-71.253,321.8,1.4,1.2,2015-01-03, 1830,A,74,5.0,293.6,28.5
2.57,-72.201,320.2,1.3,1.1,2015-01-03, 1830,A,67,5.0,296.5,20.8
2.585,-72.237,322.2,1.2,1.1,2015-01-03, 1830,A,64,5.0,296.9,23
3.185,-68.236,321.5,2.5,1.5,2015-01-03, 1830,A,74,5.0,295,67.3
3.194,-68.22,314.2,2.5,1.5,2015-01-03, 1830,A,60,5.0,294.8,34.9
3.191,-68.242,317.3,2.5,1.5,2015-01-03, 1830,A,68,5.0,295.3,48.3
-0.338,-51.481,321,1.1,1,2015-01-03, 1655,A,73,5.0,299.6,15.8
-0.339,-51.491,320.3,1.1,1,2015-01-03, 1655,A,63,5.0,300,13.3
3.205,-73.19,345.4,1.1,1.1,2015-01-03, 1835,A,88,5.0,301.1,62
3.216,-73.181,328.2,1.1,1.1,2015-01-03, 1835,A,75,5.0,298.5,27.1
3.515,-71.493,321,1.4,1.2,2015-01-03, 1835,A,73,5.0,298.5,23.2
3.403,-72.441,347.3,1.2,1.1,2015-01-03, 1835,A,94,5.0,297.8,74.7
3.652,-71.253,323.9,1.5,1.2,2015-01-03, 1835,A,77,5.0,298.5,32.5
3.644,-71.962,324.5,1.3,1.1,2015-01-03, 1835,A,78,5.0,302.1,22.2
3.614,-72.243,338.5,1.3,1.1,2015-01-03, 1835,A,89,5.0,303.9,52
3.613,-72.255,326.5,1.3,1.1,2015-01-03, 1835,A,80,5.0,303.7,24.8
3.47,-73.266,319.5,1.1,1.1,2015-01-03, 1835,A,36,5.0,301.1,11.8
3.741,-71.621,325.8,1.4,1.2,2015-01-03, 1835,A,79,5.0,301.2,29.4
3.674,-72.258,324,1.3,1.1,2015-01-03, 1835,A,41,5.0,302.5,21.6
3.865,-71.199,322.2,1.5,1.2,2015-01-03, 1835,A,75,5.0,300,26.9
3.888,-71.29,317.4,1.5,1.2,2015-01-03, 1835,A,38,5.0,299.7,17.5
4.012,-70.554,313.5,1.7,1.3,2015-01-03, 1835,A,18,5.0,295.5,12.1
3.735,-73.137,344.9,1.1,1.1,2015-01-03, 1835,A,81,5.0,300,63.1
4.058,-71.056,318.8,1.6,1.2,2015-01-03, 1835,A,61,5.0,296.6,20.1
4.238,-71.079,319.4,1.6,1.2,2015-01-03, 1835,A,40,5.0,300.6,21.7
4.874,-68.352,320.1,2.6,1.6,2015-01-03, 1835,A,72,5.0,295.7,56.7
4.652,-70.824,343.4,1.7,1.3,2015-01-03, 1835,A,87,5.0,297.8,100
5.018,-69.696,324.1,2.1,1.4,2015-01-03, 1835,A,73,5.0,295.9,45.9
5.018,-69.701,322.7,2.1,1.4,2015-01-03, 1835,A,71,5.0,297.6,44
5.102,-70.134,343.2,1.9,1.3,2015-01-03, 1835,A,92,5.0,300.6,122.7
5.206,-71.45,341.8,1.5,1.2,2015-01-03, 1835,A,86,5.0,299.9,80.6
5.874,-72.286,314.5,1.4,1.2,2015-01-03, 1835,A,52,5.0,299.7,13.7
5.974,-72.021,319.5,1.4,1.2,2015-01-03, 1835,A,71,5.0,300.2,23.9
